1727342132,27.6103
1727342135,28.6850
1727342134,26.2806
1727342129,27.8271
1727342131,27.5696
1727342130,27.6772
1727342141,28.7831
1727342140,27.7449
1727342143,27.9843
1727342142,28.7966
1727342137,27.1774
1727342136,28.6298
1727342139,26.9602
1727342138,26.6008
1727342149,28.8717
1727342148,27.5190
1727342151,27.9642
1727342150,28.0553
1727342145,28.6122
1727342144,27.2837
1727342147,27.9295
1727342146,27.0459
1727342157,27.1542
1727342156,27.7163
1727342158,24.3983
1727342153,27.4502
1727342152,27.0926
1727342155,26.6573
1727342154,27.8754
