1727342069,46.7991
1727342071,31.0549
1727342077,28.8414
1727342076,27.1681
1727342079,31.0229
1727342078,27.6223
1727342073,29.1898
1727342072,27.2646
1727342075,29.6968
1727342074,29.5502
1727342097,28.6185
1727342099,24.8825
1727342098,27.3091
1727342085,30.6841
1727342084,25.7892
1727342087,27.8444
1727342086,28.9591
1727342081,28.1020
1727342080,28.7906
1727342083,28.7839
1727342082,28.1254
1727342093,28.8509
1727342092,29.9216
1727342095,29.6984
1727342094,30.1026
1727342089,27.6167
1727342088,29.9361
1727342091,27.4774
1727342090,30.1789
