1727342071,2.7949
1727342077,0.8652
1727342076,2.7168
1727342079,1.2409
1727342078,2.2098
1727342073,2.6271
1727342072,1.0906
1727342075,2.6727
1727342074,1.7730
1727342097,2.0033
1727342099,1.7360
1727342098,3.0040
1727342085,3.0684
1727342084,2.8368
1727342087,1.9491
1727342086,1.1584
1727342081,1.6861
1727342080,2.8791
1727342083,2.0149
1727342082,2.2500
1727342093,3.1736
1727342092,2.3937
1727342095,2.0789
1727342094,3.3113
1727342089,1.3808
1727342088,1.7962
1727342091,1.0991
1727342090,2.7161
