1727342132,22.6404
1727342135,22.6612
1727342134,23.9153
1727342129,22.8182
1727342131,20.1258
1727342130,23.5257
1727342141,24.4656
1727342140,21.9185
1727342143,24.9060
1727342142,24.4771
1727342137,23.3725
1727342136,22.3312
1727342139,22.1074
1727342138,22.8767
1727342149,25.1184
1727342148,23.3912
1727342151,23.4899
1727342150,23.5664
1727342145,24.8926
1727342144,22.9183
1727342147,23.7401
1727342146,20.2844
1727342157,22.2664
1727342156,22.4502
1727342158,21.1452
1727342153,23.6072
1727342152,21.6741
1727342155,23.1919
1727342154,24.5304
