1727342132,4.4176
1727342135,4.5896
1727342134,1.5768
1727342129,1.9479
1727342131,4.6868
1727342130,3.0445
1727342141,4.0296
1727342140,4.7166
1727342143,1.6791
1727342142,2.8797
1727342137,3.2613
1727342136,5.4397
1727342139,2.9656
1727342138,2.1281
1727342149,2.8872
1727342148,3.0271
1727342151,3.6353
1727342150,3.0861
1727342145,3.4335
1727342144,3.8197
1727342147,2.7929
1727342146,5.4092
1727342157,3.2585
1727342156,3.6031
1727342158,2.1687
1727342153,2.7450
1727342152,4.3348
1727342155,2.6657
1727342154,2.2300
